"STATIONID","STATIONNAME","YEAR","APR_1_DATE","APR_1_DEPTH","APR_1_SWE","APR_1_CODE","APR_1_STATION","lat","long","swe_anom","depth_anom"
"2F21","BOULEAU LAKE",1975,"1975-03-29",157,564,"","",50.2666666666667,-119.633333333333,84.033065042419,53.2704197852262
"2F21","BOULEAU LAKE",1976,"1976-03-31",150,508,"","",50.2666666666667,-119.633333333333,65.7602784424625,46.4367068011715
"2F21","BOULEAU LAKE",1977,"1977-04-01",97,201,"","",50.2666666666667,-119.633333333333,-34.4137480965847,-5.30426293524244
"2F21","BOULEAU LAKE",1978,"1978-03-27",112,381,"","",50.2666666666667,-119.633333333333,24.3202088318469,9.33940774487472
"2F21","BOULEAU LAKE",1979,"1979-03-25",99,284,"","",50.2666666666667,-119.633333333333,-7.33086795736348,-3.35177351122682
"2F21","BOULEAU LAKE",1980,"1980-03-30",105,280,"","",50.2666666666667,-119.633333333333,-8.63606700021753,2.50569476082003
"2F21","BOULEAU LAKE",1981,"1981-03-28",84,240,"","",50.2666666666667,-119.633333333333,-21.6880574287579,-17.995444191344
"2F21","BOULEAU LAKE",1982,"1982-03-28",137,408,"","",50.2666666666667,-119.633333333333,33.1303023711116,33.74552554507
"2F21","BOULEAU LAKE",1983,"1983-03-27",141,426,"","",50.2666666666667,-119.633333333333,39.0036980639548,37.6505043931012
"2F21","BOULEAU LAKE",1984,"1984-03-31",139,388,"","",50.2666666666667,-119.633333333333,26.6043071568414,35.6980149690856
"2F21","BOULEAU LAKE",1985,"1985-03-28",127,372,"","",50.2666666666667,-119.633333333333,21.3835109854253,23.9830784249919
"2F21","BOULEAU LAKE",1986,"1986-03-29",106,312,"","",50.2666666666667,-119.633333333333,1.80552534261476,3.48193947282784
"2F21","BOULEAU LAKE",1987,"1987-03-30",87,252,"","",50.2666666666667,-119.633333333333,-17.7724603001958,-15.0667100553205
"2F21","BOULEAU LAKE",1988,"1988-03-27",116,304,"","",50.2666666666667,-119.633333333333,-0.80487274309331,13.2443865929059
"2F21","BOULEAU LAKE",1989,"1989-04-01",123,344,"","",50.2666666666667,-119.633333333333,12.247117685447,20.0780995769606
"2F21","BOULEAU LAKE",1990,"1990-04-01",81,248,"","",50.2666666666667,-119.633333333333,-19.0776593430498,-20.9241783273674
"2F21","BOULEAU LAKE",1991,"1991-03-31",89,300,"","",50.2666666666667,-119.633333333333,-2.11007178594735,-13.1142206313049
"2F21","BOULEAU LAKE",1992,"1992-03-29",75,236,"","",50.2666666666667,-119.633333333333,-22.9932564716119,-26.7816465994143
"2F21","BOULEAU LAKE",1993,"1993-03-27",115,380,"","",50.2666666666667,-119.633333333333,23.9939090711334,12.2681418808981
"2F21","BOULEAU LAKE",1994,"1994-03-27",86,262,"","",50.2666666666667,-119.633333333333,-14.5094626930607,-16.0429547673283
"2F21","BOULEAU LAKE",1995,"1995-03-25",133,384,"","",50.2666666666667,-119.633333333333,25.2991081139874,29.8405466970387
"2F21","BOULEAU LAKE",1996,"1996-03-31",107,336,"","",50.2666666666667,-119.633333333333,9.63671959973897,4.45818418483566
"2F21","BOULEAU LAKE",1997,"1997-03-28",135,436,"","",50.2666666666667,-119.633333333333,42.2666956710898,31.7930361210543
"2F21","BOULEAU LAKE",1998,"1998-03-29",82,278,"","",50.2666666666667,-119.633333333333,-9.28866652164454,-19.9479336153596
"2F21","BOULEAU LAKE",1999,"1999-03-27",135,430,"","",50.2666666666667,-119.633333333333,40.3088971068088,31.7930361210543
"2F21","BOULEAU LAKE",2000,"2000-03-26",100,292,"","",50.2666666666667,-119.633333333333,-4.72046987165542,-2.37552879921901
"2F21","BOULEAU LAKE",2001,"2001-03-25",65,172,"","",50.2666666666667,-119.633333333333,-43.8764411572765,-36.5440937194924
"2F21","BOULEAU LAKE",2002,"2002-03-31",112,282,"","",50.2666666666667,-119.633333333333,-7.98346747879051,9.33940774487472
"2F21","BOULEAU LAKE",2003,"2003-03-30",70,212,"","",50.2666666666667,-119.633333333333,-30.8244507287361,-31.6628701594533
"2F21","BOULEAU LAKE",2004,"2004-03-28",93,294,"","",50.2666666666667,-119.633333333333,-4.0678703502284,-9.20924178327368
"2F21","BOULEAU LAKE",2005,"2005-03-27",90,256,"","",50.2666666666667,-119.633333333333,-16.4672612573417,-12.1379759192971
"2F21","BOULEAU LAKE",2006,"2006-03-26",128,364,"","",50.2666666666667,-119.633333333333,18.7731128997172,24.9593231369997
"2F21","BOULEAU LAKE",2007,"2007-03-31",77,268,"","",50.2666666666667,-119.633333333333,-12.5516641287796,-24.8291571753986
"2F21","BOULEAU LAKE",2008,"2008-03-29",88,264,"","",50.2666666666667,-119.633333333333,-13.8568631716337,-14.0904653433127
"2F21","BOULEAU LAKE",2009,"2009-03-28",71,192,"","",50.2666666666667,-119.633333333333,-37.3504459430063,-30.6866254474455
"2F21","BOULEAU LAKE",2010,"2010-03-27",81,262,"","",50.2666666666667,-119.633333333333,-14.5094626930607,-20.9241783273674
"2F21","BOULEAU LAKE",2011,"2011-03-27",96,264,"","",50.2666666666667,-119.633333333333,-13.8568631716337,-6.28050764725024
"2F21","BOULEAU LAKE",2012,"2012-03-31",88,246,"raw","",50.2666666666667,-119.633333333333,-19.7302588644768,-14.0904653433127
"2F21","BOULEAU LAKE",2013,"2013-03-31",97,324,"raw","",50.2666666666667,-119.633333333333,5.72112247117686,-5.30426293524244
"2F21","BOULEAU LAKE",2014,"2014-03-29",91,206,"raw","",50.2666666666667,-119.633333333333,-32.7822492930172,-11.1617312072893
"2F23","MACDONALD LAKE",1977,"1977-03-30",97,257,"","",49.8833333333333,-120.016666666667,-39.9111526771101,-25.895679662803
"2F23","MACDONALD LAKE",1978,"1978-03-30",132,500,"","",49.8833333333333,-120.016666666667,16.9043722235212,0.842992623814531
"2F23","MACDONALD LAKE",1979,"1979-03-29",110,308,"","",49.8833333333333,-120.016666666667,-27.986906710311,-15.9641728134879
"2F23","MACDONALD LAKE",1980,"1980-03-28",139,420,"","",49.8833333333333,-120.016666666667,-1.80032733224222,6.19072708113804
"2F23","MACDONALD LAKE",1981,"1981-03-27",100,299,"","",49.8833333333333,-120.016666666667,-30.0911854103343,-23.6037934668072
"2F23","MACDONALD LAKE",1982,"1982-03-29",150,476,"","",49.8833333333333,-120.016666666667,11.2929623567922,14.5943097997892
"2F23","MACDONALD LAKE",1983,"1983-03-30",164,508,"","",49.8833333333333,-120.016666666667,18.7748421790975,25.2897787144363
"2F23","MACDONALD LAKE",1984,"1984-03-30",147,443,"","",49.8833333333333,-120.016666666667,3.57727379003976,12.3024236037935
"2F23","MACDONALD LAKE",1985,"1985-03-29",139,431,"","",49.8833333333333,-120.016666666667,0.771568856675242,6.19072708113804
"2F23","MACDONALD LAKE",1986,"1986-03-31",120,400,"","",49.8833333333333,-120.016666666667,-6.47650222118307,-8.3245521601686
"2F23","MACDONALD LAKE",1987,"1987-03-30",128,410,"","",49.8833333333333,-120.016666666667,-4.13841477671265,-2.21285563751318
"2F23","MACDONALD LAKE",1988,"1988-03-30",117,349,"","",49.8833333333333,-120.016666666667,-18.4007481879822,-10.6164383561644
"2F23","MACDONALD LAKE",1989,"1989-03-30",143,445,"","",49.8833333333333,-120.016666666667,4.04489127893384,9.24657534246576
"2F23","MACDONALD LAKE",1990,"1990-03-29",97,289,"","",49.8833333333333,-120.016666666667,-32.4292728548048,-25.895679662803
"2F23","MACDONALD LAKE",1991,"1991-03-27",144,499,"","",49.8833333333333,-120.016666666667,16.6705634790741,10.0105374077977
"2F23","MACDONALD LAKE",1992,"1992-03-31",89,359,"","",49.8833333333333,-120.016666666667,-16.0626607435118,-32.0073761854584
"2F23","MACDONALD LAKE",1993,"1993-03-31",126,404,"","",49.8833333333333,-120.016666666667,-5.5412672433949,-3.74077976817703
"2F23","MACDONALD LAKE",1994,"1994-03-28",99,328,"","",49.8833333333333,-120.016666666667,-23.3107318213701,-24.3677555321391
"2F23","MACDONALD LAKE",1995,"1995-03-28",169,616,"","",49.8833333333333,-120.016666666667,44.0261865793781,29.1095890410959
"2F23","MACDONALD LAKE",1996,"1996-03-27",135,464,"","",49.8833333333333,-120.016666666667,8.48725742342764,3.13487881981032
"2F23","MACDONALD LAKE",1997,"1997-03-25",161,554,"","",49.8833333333333,-120.016666666667,29.5300444236615,22.9978925184405
"2F23","MACDONALD LAKE",1998,"1998-03-30",127,440,"","",49.8833333333333,-120.016666666667,2.87584755669863,-2.9768177028451
"2F23","MACDONALD LAKE",1999,"1999-03-30",177,677,"","",49.8833333333333,-120.016666666667,58.2885199906477,35.2212855637513
"2F23","MACDONALD LAKE",2000,"2000-03-29",126,411,"","",49.8833333333333,-120.016666666667,-3.9046060322656,-3.74077976817703
"2F23","MACDONALD LAKE",2001,"2001-03-27",94,272,"","",49.8833333333333,-120.016666666667,-36.4040215104045,-28.1875658587987
"2F23","MACDONALD LAKE",2002,"2002-03-27",157,540,"","",49.8833333333333,-120.016666666667,26.2567220014029,19.9420442571127
"2F23","MACDONALD LAKE",2003,"2003-03-27",100,300,"","",49.8833333333333,-120.016666666667,-29.8573766658873,-23.6037934668072
"2F23","MACDONALD LAKE",2004,"2004-03-30",117,410,"","",49.8833333333333,-120.016666666667,-4.13841477671265,-10.6164383561644
"2F23","MACDONALD LAKE",2005,"2005-04-01",114,307,"","",49.8833333333333,-120.016666666667,-28.220715454758,-12.9083245521602
"2F23","MACDONALD LAKE",2006,"2006-04-03",151,544,"","",49.8833333333333,-120.016666666667,27.191956979191,15.3582718651212
"2F23","MACDONALD LAKE",2007,"2007-03-28",130,510,"","",49.8833333333333,-120.016666666667,19.2424596679916,-0.684931506849318
"2F23","MACDONALD LAKE",2008,"2008-03-28",143,426,"","",49.8833333333333,-120.016666666667,-0.397474865559966,9.24657534246576
"2F23","MACDONALD LAKE",2009,"2009-04-03",132,334,"","",49.8833333333333,-120.016666666667,-21.9078793546879,0.842992623814531
"2F23","MACDONALD LAKE",2010,"",NA,386,"E","2F24",49.8833333333333,-120.016666666667,-9.74982464344166,NA
"2F23","MACDONALD LAKE",2011,"",NA,411,"E","2F24",49.8833333333333,-120.016666666667,-3.9046060322656,NA
"2F23","MACDONALD LAKE",2012,"2012-03-29",124,380,"raw","",49.8833333333333,-120.016666666667,-11.1526771101239,-5.26870389884089
"2F23","MACDONALD LAKE",2013,"2013-03-27",128,428,"raw","",49.8833333333333,-120.016666666667,0.0701426233341129,-2.21285563751318
"2F23","MACDONALD LAKE",2014,"2014-03-27",123,355,"raw","",49.8833333333333,-120.016666666667,-16.9978957213,-6.03266596417281
"2F24","ISLAHT LAKE",1977,"",NA,168,"E","2F23",49.9833333333333,-119.8,-45.607597668897,NA
"2F24","ISLAHT LAKE",1978,"",NA,366,"E","2F23",49.9833333333333,-119.8,18.4977336499029,NA
"2F24","ISLAHT LAKE",1979,"",NA,210,"E","2F23",49.9833333333333,-119.8,-32.0094970861213,NA
"2F24","ISLAHT LAKE",1980,"",NA,301,"E","2F23",49.9833333333333,-119.8,-2.54694582344054,NA
"2F24","ISLAHT LAKE",1981,"",NA,203,"E","2F23",49.9833333333333,-119.8,-34.2758471832506,NA
"2F24","ISLAHT LAKE",1982,"1982-03-29",117,406,"","",49.9833333333333,-119.8,31.4483056334988,21.4232765011119
"2F24","ISLAHT LAKE",1983,"",NA,372,"E","2F23",49.9833333333333,-119.8,20.4403194474423,NA
"2F24","ISLAHT LAKE",1984,"1984-03-30",112,302,"","",49.9833333333333,-119.8,-2.22318152385064,16.234247590808
"2F24","ISLAHT LAKE",1985,"1985-03-29",116,369,"","",49.9833333333333,-119.8,19.4690265486726,20.3854707190511
"2F24","ISLAHT LAKE",1986,"1986-03-27",86,262,"","",49.9833333333333,-119.8,-15.1737535074466,-10.7487027427724
"2F24","ISLAHT LAKE",1987,"1987-03-27",102,306,"","",49.9833333333333,-119.8,-0.928124325491042,5.85618977020015
"2F24","ISLAHT LAKE",1988,"1988-03-31",92,265,"","",49.9833333333333,-119.8,-14.2024606086769,-4.52186805040772
"2F24","ISLAHT LAKE",1989,"1989-03-29",107,314,"","",49.9833333333333,-119.8,1.66199007122814,11.0452186805041
"2F24","ISLAHT LAKE",1990,"1990-03-28",70,249,"","",49.9833333333333,-119.8,-19.3826894021153,-27.353595255745
"2F24","ISLAHT LAKE",1991,"1991-03-27",110,346,"","",49.9833333333333,-119.8,12.0224476581049,14.1586360266864
"2F24","ISLAHT LAKE",1992,"1992-03-27",62,222,"","",49.9833333333333,-119.8,-28.1243254910425,-35.6560415122313
"2F24","ISLAHT LAKE",1993,"1993-04-02",92,296,"","",49.9833333333333,-119.8,-4.16576732139004,-4.52186805040772
"2F24","ISLAHT LAKE",1994,"1994-03-31",72,246,"","",49.9833333333333,-119.8,-20.353982300885,-25.2779836916234
"2F24","ISLAHT LAKE",1995,"1995-03-28",134,462,"","",49.9833333333333,-119.8,49.5791064105331,39.0659747961453
"2F24","ISLAHT LAKE",1996,"1996-03-27",100,376,"","",49.9833333333333,-119.8,21.7353766458018,3.78057820607858
"2F24","ISLAHT LAKE",1997,"1997-03-26",129,460,"","",49.9833333333333,-119.8,48.9315778113533,33.8769458858414
"2F24","ISLAHT LAKE",1998,"1998-03-26",89,327,"","",49.9833333333333,-119.8,5.87092596589682,-7.63528539659007
"2F24","ISLAHT LAKE",1999,"1999-03-30",130,501,"","",49.9833333333333,-119.8,62.2059140945392,34.9147516679021
"2F24","ISLAHT LAKE",2000,"2000-03-27",98,291,"","",49.9833333333333,-119.8,-5.78458881933952,1.70496664195701
"2F24","ISLAHT LAKE",2001,"2001-03-27",63,165,"","",49.9833333333333,-119.8,-46.5788905676667,-34.6182357301705
"2F24","ISLAHT LAKE",2002,"2002-03-26",112,373,"","",49.9833333333333,-119.8,20.7640837470322,16.234247590808
"2F24","ISLAHT LAKE",2003,"2003-03-27",66,189,"","",49.9833333333333,-119.8,-38.8085473775092,-31.5048183839881
"2F24","ISLAHT LAKE",2004,"2004-03-31",91,297,"","",49.9833333333333,-119.8,-3.84200302180013,-5.5596738324685
"2F24","ISLAHT LAKE",2005,"2005-03-30",73,178,"","",49.9833333333333,-119.8,-42.3699546729981,-24.2401779095626
"2F24","ISLAHT LAKE",2006,"2006-03-29",111,358,"","",49.9833333333333,-119.8,15.9076192531837,15.1964418087472
"2F24","ISLAHT LAKE",2007,"2007-03-30",90,338,"","",49.9833333333333,-119.8,9.43233326138571,-6.59747961452929
"2F24","ISLAHT LAKE",2008,"2008-04-01",104,322,"","",49.9833333333333,-119.8,4.25210446794733,7.93180133432172
"2F24","ISLAHT LAKE",2009,"2009-03-31",84,202,"","",49.9833333333333,-119.8,-34.5996114828405,-12.824314306894
"2F24","ISLAHT LAKE",2010,"2010-03-31",86,269,"","",49.9833333333333,-119.8,-12.9074034103173,-10.7487027427724
"2F24","ISLAHT LAKE",2011,"2011-03-31",108,292,"","",49.9833333333333,-119.8,-5.46082451974963,12.0830244625649
"2F24","ISLAHT LAKE",2012,"2012-04-02",110,227,"raw","",49.9833333333333,-119.8,-26.505503993093,14.1586360266864
"2F24","ISLAHT LAKE",2013,"2013-04-04",80,259,"raw","",49.9833333333333,-119.8,-16.1450464062163,-16.9755374351371
"2F24","ISLAHT LAKE",2014,"2014-04-01",94,185,"raw","",49.9833333333333,-119.8,-40.1036045758688,-2.44625648628615
"2G04","LOST HORSE MOUNTAIN",1960,"1960-04-01",84,170,"","",49.2666666666667,-120.116666666667,-21.308440055547,4.57981325033348
"2G04","LOST HORSE MOUNTAIN",1961,"1961-03-30",79,168,"","",49.2666666666667,-120.116666666667,-22.234223113717,-1.64517563361494
"2G04","LOST HORSE MOUNTAIN",1962,"1962-03-29",91,244,"","",49.2666666666667,-120.116666666667,12.9455330967443,13.2947976878613
"2G04","LOST HORSE MOUNTAIN",1963,"1963-04-02",63,152,"","",49.2666666666667,-120.116666666667,-29.6404875790773,-21.5651400622499
"2G04","LOST HORSE MOUNTAIN",1964,"1964-04-01",94,264,"","",49.2666666666667,-120.116666666667,22.2033636784447,17.0297910182303
"2G04","LOST HORSE MOUNTAIN",1965,"1965-04-01",89,183,"","",49.2666666666667,-120.116666666667,-15.2908501774418,10.8048021342819
"2G04","LOST HORSE MOUNTAIN",1966,"1966-03-31",51,147,"","",49.2666666666667,-120.116666666667,-31.9549452245024,-36.5051133837261
"2G04","LOST HORSE MOUNTAIN",1967,"",NA,284,"E","2G05",49.2666666666667,-120.116666666667,31.461194260145,NA
"2G04","LOST HORSE MOUNTAIN",1968,"",NA,237,"E","2G05",49.2666666666667,-120.116666666667,9.70529239314921,NA
"2G04","LOST HORSE MOUNTAIN",1969,"1969-04-01",71,196,"","",49.2666666666667,-120.116666666667,-9.27326029933652,-11.6051578479324
"2G04","LOST HORSE MOUNTAIN",1970,"1970-04-03",79,198,"","",49.2666666666667,-120.116666666667,-8.34747724116649,-1.64517563361494
"2G04","LOST HORSE MOUNTAIN",1971,"1971-03-31",127,315,"","",49.2666666666667,-120.116666666667,45.8108316617806,58.1147176522899
"2G04","LOST HORSE MOUNTAIN",1972,"1972-03-27",155,533,"","",49.2666666666667,-120.116666666667,146.721185002314,92.9746554024011
"2G04","LOST HORSE MOUNTAIN",1973,"1973-03-29",79,208,"","",49.2666666666667,-120.116666666667,-3.71856195031631,-1.64517563361494
"2G04","LOST HORSE MOUNTAIN",1974,"1974-04-01",112,371,"","",49.2666666666667,-120.116666666667,71.7327572905416,39.4397510004447
"2G04","LOST HORSE MOUNTAIN",1975,"1975-04-04",112,335,"","",49.2666666666667,-120.116666666667,55.068662243481,39.4397510004447
"2G04","LOST HORSE MOUNTAIN",1976,"1976-04-01",104,254,"","",49.2666666666667,-120.116666666667,17.5744483875945,29.4797687861272
"2G04","LOST HORSE MOUNTAIN",1977,"1977-03-31",79,165,"","",49.2666666666667,-120.116666666667,-23.6228977009721,-1.64517563361494
"2G04","LOST HORSE MOUNTAIN",1978,"1978-03-31",81,175,"","",49.2666666666667,-120.116666666667,-18.9939824101219,0.844819919964435
"2G04","LOST HORSE MOUNTAIN",1979,"1979-03-30",82,205,"","",49.2666666666667,-120.116666666667,-5.10723653757136,2.08981769675411
"2G04","LOST HORSE MOUNTAIN",1980,"1980-04-01",102,254,"","",49.2666666666667,-120.116666666667,17.5744483875945,26.9897732325478
"2G04","LOST HORSE MOUNTAIN",1981,"1981-04-01",69,173,"","",49.2666666666667,-120.116666666667,-19.9197654682919,-14.0951534015118
"2G04","LOST HORSE MOUNTAIN",1982,"1982-04-07",122,294,"","",49.2666666666667,-120.116666666667,36.0901095509952,51.8897287683415
"2G04","LOST HORSE MOUNTAIN",1983,"1983-04-05",82,187,"","",49.2666666666667,-120.116666666667,-13.4392840611017,2.08981769675411
"2G04","LOST HORSE MOUNTAIN",1984,"1984-04-02",91,228,"","",49.2666666666667,-120.116666666667,5.53926863138405,13.2947976878613
"2G04","LOST HORSE MOUNTAIN",1985,"1985-03-29",99,230,"","",49.2666666666667,-120.116666666667,6.46505168955409,23.2547799021787
"2G04","LOST HORSE MOUNTAIN",1986,"1986-03-27",87,229,"","",49.2666666666667,-120.116666666667,6.00216016046906,8.31480658070254
"2G04","LOST HORSE MOUNTAIN",1987,"1987-04-02",68,173,"","",49.2666666666667,-120.116666666667,-19.9197654682919,-15.3401511783015
"2G04","LOST HORSE MOUNTAIN",1988,"1988-03-30",81,160,"","",49.2666666666667,-120.116666666667,-25.9373553463972,0.844819919964435
"2G04","LOST HORSE MOUNTAIN",1989,"1989-04-03",89,220,"","",49.2666666666667,-120.116666666667,1.8361363987039,10.8048021342819
"2G04","LOST HORSE MOUNTAIN",1990,"1990-04-02",76,225,"","",49.2666666666667,-120.116666666667,4.15059404412899,-5.38016896398399
"2G04","LOST HORSE MOUNTAIN",1991,"",NA,304,"E","2G05",49.2666666666667,-120.116666666667,40.7190248418454,NA
"2G04","LOST HORSE MOUNTAIN",1992,"1992-03-31",59,168,"","",49.2666666666667,-120.116666666667,-22.234223113717,-26.5451311694086
"2G04","LOST HORSE MOUNTAIN",1993,"1993-03-31",78,218,"","",49.2666666666667,-120.116666666667,0.910353340533865,-2.89017341040462
"2G04","LOST HORSE MOUNTAIN",1994,"1994-04-05",56,146,"","",49.2666666666667,-120.116666666667,-32.4178367535874,-30.2801244997777
"2G04","LOST HORSE MOUNTAIN",1995,"1995-03-30",95,252,"","",49.2666666666667,-120.116666666667,16.6486653294245,18.27478879502
"2G04","LOST HORSE MOUNTAIN",1996,"1996-04-02",99,256,"","",49.2666666666667,-120.116666666667,18.5002314457645,23.2547799021787
"2G04","LOST HORSE MOUNTAIN",1997,"1997-04-02",94,262,"","",49.2666666666667,-120.116666666667,21.2775806202746,17.0297910182303
"2G04","LOST HORSE MOUNTAIN",1998,"1998-03-26",70,192,"","",49.2666666666667,-120.116666666667,-11.1248264156766,-12.8501556247221
"2G04","LOST HORSE MOUNTAIN",1999,"1999-03-29",94,296,"","",49.2666666666667,-120.116666666667,37.0158926091652,17.0297910182303
"2G04","LOST HORSE MOUNTAIN",2000,"2000-03-30",70,199,"","",49.2666666666667,-120.116666666667,-7.88458571208147,-12.8501556247221
"2G04","LOST HORSE MOUNTAIN",2001,"2001-04-03",83,178,"","",49.2666666666667,-120.116666666667,-17.6053078228668,3.3348154735438
"2G04","LOST HORSE MOUNTAIN",2002,"2002-03-27",98,265,"","",49.2666666666667,-120.116666666667,22.6662552075297,22.0097821253891
"2G04","LOST HORSE MOUNTAIN",2003,"2003-03-29",57,174,"","",49.2666666666667,-120.116666666667,-19.4568739392069,-29.035126722988
"2G04","LOST HORSE MOUNTAIN",2004,"2004-03-30",76,231,"","",49.2666666666667,-120.116666666667,6.9279432186391,-5.38016896398399
"2G04","LOST HORSE MOUNTAIN",2005,"2005-03-28",52,138,"","",49.2666666666667,-120.116666666667,-36.1209689862676,-35.2601156069364
"2G04","LOST HORSE MOUNTAIN",2006,"2006-04-02",90,260,"","",49.2666666666667,-120.116666666667,20.3517975621046,12.0497999110716
"2G04","LOST HORSE MOUNTAIN",2007,"",NA,223,"E","2G05",49.2666666666667,-120.116666666667,3.22481098595895,NA
"2G04","LOST HORSE MOUNTAIN",2008,"2008-03-30",79,221,"","",49.2666666666667,-120.116666666667,2.29902792778893,-1.64517563361494
"2G04","LOST HORSE MOUNTAIN",2009,"2009-03-31",78,188,"","",49.2666666666667,-120.116666666667,-12.9763925320167,-2.89017341040462
"2G04","LOST HORSE MOUNTAIN",2010,"2010-03-31",57,191,"","",49.2666666666667,-120.116666666667,-11.5877179447616,-29.035126722988
"2G04","LOST HORSE MOUNTAIN",2011,"2011-04-01",78,292,"","",49.2666666666667,-120.116666666667,35.1643264928252,-2.89017341040462
"2G04","LOST HORSE MOUNTAIN",2012,"2012-03-25",84,243,"raw","",49.2666666666667,-120.116666666667,12.4826415676593,4.57981325033348
"2G04","LOST HORSE MOUNTAIN",2013,"2013-03-31",84,248,"raw","",49.2666666666667,-120.116666666667,14.7970992130844,4.57981325033348
"2G04","LOST HORSE MOUNTAIN",2014,"2014-04-01",103,290,"raw","",49.2666666666667,-120.116666666667,34.2385434346552,28.2347710093375
"2G05","MISSEZULA MOUNTAIN",1960,"1960-03-31",61,175,"","",49.7333333333333,-120.533333333333,-11.1975642760487,-7.05942102590148
"2G05","MISSEZULA MOUNTAIN",1961,"1961-03-30",79,178,"","",49.7333333333333,-120.533333333333,-9.67523680649526,20.3656678517014
"2G05","MISSEZULA MOUNTAIN",1962,"1962-04-04",69,185,"","",49.7333333333333,-120.533333333333,-6.12313937753721,5.12950736414421
"2G05","MISSEZULA MOUNTAIN",1963,"1963-04-01",48,142,"","",49.7333333333333,-120.533333333333,-27.9431664411367,-26.8664296597258
"2G05","MISSEZULA MOUNTAIN",1964,"1964-04-01",86,272,"","",49.7333333333333,-120.533333333333,38.0243572395129,31.0309801929914
"2G05","MISSEZULA MOUNTAIN",1965,"1965-03-31",71,170,"","",49.7333333333333,-120.533333333333,-13.7347767253045,8.17673946165565
"2G05","MISSEZULA MOUNTAIN",1966,"1966-03-31",51,152,"","",49.7333333333333,-120.533333333333,-22.8687415426252,-22.2955815134586
"2G05","MISSEZULA MOUNTAIN",1967,"1967-03-30",89,290,"","",49.7333333333333,-120.533333333333,47.1583220568336,35.6018283392585
"2G05","MISSEZULA MOUNTAIN",1968,"1968-03-26",71,229,"","",49.7333333333333,-120.533333333333,16.2043301759134,8.17673946165565
"2G05","MISSEZULA MOUNTAIN",1969,"1969-03-27",74,193,"","",49.7333333333333,-120.533333333333,-2.063599458728,12.7475876079228
"2G05","MISSEZULA MOUNTAIN",1970,"1970-03-24",66,183,"","",49.7333333333333,-120.533333333333,-7.13802435723951,0.558659217877078
"2G05","MISSEZULA MOUNTAIN",1971,"1971-03-24",109,356,"","",49.7333333333333,-120.533333333333,80.6495263870095,66.0741493143728
"2G05","MISSEZULA MOUNTAIN",1972,"1972-03-24",145,516,"","",49.7333333333333,-120.533333333333,161.840324763194,120.924327069578
"2G05","MISSEZULA MOUNTAIN",1974,"1974-03-28",112,361,"","",49.7333333333333,-120.533333333333,83.1867388362652,70.6449974606399
"2G05","MISSEZULA MOUNTAIN",1975,"1975-03-27",109,328,"","",49.7333333333333,-120.533333333333,66.4411366711773,66.0741493143728
"2G05","MISSEZULA MOUNTAIN",1976,"1976-03-30",102,282,"","",49.7333333333333,-120.533333333333,43.0987821380244,55.4088369730828
"2G05","MISSEZULA MOUNTAIN",1977,"1977-03-28",61,140,"","",49.7333333333333,-120.533333333333,-28.958051420839,-7.05942102590148
"2G05","MISSEZULA MOUNTAIN",1978,"1978-03-27",76,302,"","",49.7333333333333,-120.533333333333,53.2476319350474,15.7948197054342
"2G05","MISSEZULA MOUNTAIN",1979,"1979-03-28",58,170,"","",49.7333333333333,-120.533333333333,-13.7347767253045,-11.6302691721686
"2G05","MISSEZULA MOUNTAIN",1980,"1980-03-28",87,252,"","",49.7333333333333,-120.533333333333,27.8755074424899,32.5545962417471
"2G05","MISSEZULA MOUNTAIN",1981,"1981-03-28",50,170,"","",49.7333333333333,-120.533333333333,-13.7347767253045,-23.8191975622143
"2G05","MISSEZULA MOUNTAIN",1982,"1982-03-29",89,283,"","",49.7333333333333,-120.533333333333,43.6062246278755,35.6018283392585
"2G05","MISSEZULA MOUNTAIN",1983,"1983-03-28",68,219,"","",49.7333333333333,-120.533333333333,11.1299052774019,3.60589131538851
"2G05","MISSEZULA MOUNTAIN",1984,"1984-04-03",50,145,"","",49.7333333333333,-120.533333333333,-26.4208389715832,-23.8191975622143
"2G05","MISSEZULA MOUNTAIN",1985,"1985-03-28",93,257,"","",49.7333333333333,-120.533333333333,30.4127198917456,41.6962925342814
"2G05","MISSEZULA MOUNTAIN",1986,"1986-03-29",73,230,"","",49.7333333333333,-120.533333333333,16.7117726657646,11.2239715591671
"2G05","MISSEZULA MOUNTAIN",1987,"1987-03-26",76,195,"","",49.7333333333333,-120.533333333333,-1.0487144790257,15.7948197054342
"2G05","MISSEZULA MOUNTAIN",1988,"1988-03-25",56,145,"","",49.7333333333333,-120.533333333333,-26.4208389715832,-14.67750126968
"2G05","MISSEZULA MOUNTAIN",1989,"1989-03-29",85,240,"","",49.7333333333333,-120.533333333333,21.786197564276,29.5073641442356
"2G05","MISSEZULA MOUNTAIN",1990,"1990-03-30",61,207,"","",49.7333333333333,-120.533333333333,5.04059539918809,-7.05942102590148
"2G05","MISSEZULA MOUNTAIN",1991,"1991-03-30",96,317,"","",49.7333333333333,-120.533333333333,60.8592692828146,46.2671406805485
"2G05","MISSEZULA MOUNTAIN",1992,"1992-03-30",31,104,"","",49.7333333333333,-120.533333333333,-47.2259810554804,-52.7679024885729
"2G05","MISSEZULA MOUNTAIN",1993,"1993-03-30",62,171,"","",49.7333333333333,-120.533333333333,-13.2273342354533,-5.53580497714576
