station,year,annual_flow_summary,annual_flow_value
08JE001,1970,DJF.mean,141.87
08JE001,1971,DJF.mean,154.0
08JE001,1972,DJF.mean,217.3
08JE001,1973,DJF.mean,143.08
08JE001,1974,DJF.mean,182.42
08JE001,1975,DJF.mean,123.12
08JE001,1976,DJF.mean,205.08
08JE001,1977,DJF.mean,152.35
08JE001,1978,DJF.mean,97.86
08JE001,1979,DJF.mean,131.95
08JE001,1980,DJF.mean,85.66
08JE001,1981,DJF.mean,138.55
08JE001,1982,DJF.mean,139.21
08JE001,1983,DJF.mean,125.96
08JE001,1984,DJF.mean,136.43
08JE001,1985,DJF.mean,102.43
08JE001,1986,DJF.mean,122.75
08JE001,1987,DJF.mean,123.65
08JE001,1988,DJF.mean,164.25
08JE001,1989,DJF.mean,97.87
08JE001,1990,DJF.mean,137.59
08JE001,1991,DJF.mean,122.87
08JE001,1992,DJF.mean,154.24
08JE001,1993,DJF.mean,138.37
08JE001,1994,DJF.mean,142.84
08JE001,1995,DJF.mean,109.7
08JE001,1996,DJF.mean,191.99
08JE001,1997,DJF.mean,214.37
08JE001,1998,DJF.mean,109.31
08JE001,1999,DJF.mean,162.11
08JE001,2000,DJF.mean,143.34
08JE001,2001,DJF.mean,147.12
08JE001,2002,DJF.mean,191.18
08JE001,2003,DJF.mean,142.22
08JE001,2004,DJF.mean,132.97
08JE001,2005,DJF.mean,155.86
08JE001,2006,DJF.mean,100.8
08JE001,2007,DJF.mean,196.22
08JE001,2008,DJF.mean,162.14
08JE001,2009,DJF.mean,146.69
08JE001,2010,DJF.mean,109.54
08JE001,2011,DJF.mean,184.75
08JE001,2012,DJF.mean,186.16
08JE001,1958,MAM.mean,224.8
08JE001,1959,MAM.mean,162.99
08JE001,1960,MAM.mean,223.68
08JE001,1961,MAM.mean,147.27
08JE001,1962,MAM.mean,87.31
08JE001,1963,MAM.mean,153.87
08JE001,1964,MAM.mean,166.4
08JE001,1965,MAM.mean,175.46
08JE001,1966,MAM.mean,176.99
08JE001,1967,MAM.mean,193.47
08JE001,1968,MAM.mean,187.53
08JE001,1969,MAM.mean,141.79
08JE001,1970,MAM.mean,151.4
08JE001,1971,MAM.mean,138.19
08JE001,1972,MAM.mean,229.22
08JE001,1973,MAM.mean,158.09
08JE001,1974,MAM.mean,203.2
08JE001,1975,MAM.mean,115.85
08JE001,1976,MAM.mean,223.96
08JE001,1977,MAM.mean,185.63
08JE001,1978,MAM.mean,102.64
08JE001,1979,MAM.mean,152.34
08JE001,1980,MAM.mean,84.91
08JE001,1981,MAM.mean,174.96
08JE001,1982,MAM.mean,132.83
08JE001,1983,MAM.mean,118.19
08JE001,1984,MAM.mean,134.24
08JE001,1985,MAM.mean,102.14
08JE001,1986,MAM.mean,110.16
08JE001,1987,MAM.mean,150.36
08JE001,1988,MAM.mean,202.25
08JE001,1989,MAM.mean,127.38
08JE001,1990,MAM.mean,166.49
08JE001,1991,MAM.mean,149.59
08JE001,1992,MAM.mean,220.09
08JE001,1993,MAM.mean,155.26
08JE001,1994,MAM.mean,190.88
08JE001,1995,MAM.mean,144.84
08JE001,1996,MAM.mean,216.82
08JE001,1997,MAM.mean,293.83
08JE001,1998,MAM.mean,147.92
08JE001,1999,MAM.mean,190.03
08JE001,2000,MAM.mean,139.13
08JE001,2001,MAM.mean,123.25
08JE001,2002,MAM.mean,218.45
08JE001,2003,MAM.mean,150.93
08JE001,2004,MAM.mean,148.66
08JE001,2005,MAM.mean,194.12
08JE001,2006,MAM.mean,123.51
08JE001,2007,MAM.mean,201.35
08JE001,2008,MAM.mean,201.22
08JE001,2009,MAM.mean,189.24
08JE001,2010,MAM.mean,146.88
08JE001,2011,MAM.mean,193.85
08JE001,2012,MAM.mean,225.28
08JE001,1958,JJA.mean,212.21
08JE001,1959,JJA.mean,287.22
08JE001,1960,JJA.mean,274.4
08JE001,1961,JJA.mean,177.94
08JE001,1962,JJA.mean,172.37
08JE001,1963,JJA.mean,178.94
08JE001,1964,JJA.mean,361.46
08JE001,1965,JJA.mean,230.63
08JE001,1966,JJA.mean,251.11
08JE001,1967,JJA.mean,246.22
08JE001,1968,JJA.mean,291.04
08JE001,1969,JJA.mean,179.97
08JE001,1970,JJA.mean,207.28
08JE001,1971,JJA.mean,249.97
08JE001,1972,JJA.mean,356.47
08JE001,1973,JJA.mean,225.46
08JE001,1974,JJA.mean,286.81
08JE001,1975,JJA.mean,193.5
08JE001,1976,JJA.mean,325.18
08JE001,1977,JJA.mean,214.83
08JE001,1978,JJA.mean,143.43
08JE001,1979,JJA.mean,207.92
08JE001,1980,JJA.mean,119.14
08JE001,1981,JJA.mean,209.68
08JE001,1982,JJA.mean,235.03
08JE001,1983,JJA.mean,202.45
08JE001,1984,JJA.mean,216.48
08JE001,1985,JJA.mean,165.98
08JE001,1986,JJA.mean,208.66
08JE001,1987,JJA.mean,182.59
08JE001,1988,JJA.mean,250.32
08JE001,1989,JJA.mean,139.01
08JE001,1990,JJA.mean,216.54
08JE001,1991,JJA.mean,169.85
08JE001,1992,JJA.mean,195.1
08JE001,1993,JJA.mean,209.63
08JE001,1994,JJA.mean,196.38
08JE001,1995,JJA.mean,141.04
08JE001,1996,JJA.mean,288.81
08JE001,1997,JJA.mean,285.57
08JE001,1998,JJA.mean,137.88
08JE001,1999,JJA.mean,254.97
08JE001,2000,JJA.mean,211.92
08JE001,2001,JJA.mean,239.57
08JE001,2002,JJA.mean,305.4
08JE001,2003,JJA.mean,201.03
08JE001,2004,JJA.mean,171.4
08JE001,2005,JJA.mean,209.47
08JE001,2006,JJA.mean,148.87
08JE001,2007,JJA.mean,296.79
08JE001,2008,JJA.mean,233.73
08JE001,2009,JJA.mean,218.92
08JE001,2010,JJA.mean,155.76
08JE001,2011,JJA.mean,305.25
08JE001,2012,JJA.mean,303.05
08JE001,1958,SON.mean,82.95
08JE001,1959,SON.mean,133.95
08JE001,1960,SON.mean,104.15
08JE001,1961,SON.mean,65.63
08JE001,1962,SON.mean,83.76
08JE001,1963,SON.mean,68.25
08JE001,1964,SON.mean,140.71
08JE001,1965,SON.mean,81.39
08JE001,1966,SON.mean,101.34
08JE001,1967,SON.mean,95.68
08JE001,1968,SON.mean,150.98
08JE001,1969,SON.mean,140.68
08JE001,1970,SON.mean,84.46
08JE001,1971,SON.mean,111.21
08JE001,1972,SON.mean,119.34
08JE001,1973,SON.mean,76.42
08JE001,1974,SON.mean,105.07
08JE001,1975,SON.mean,86.33
08JE001,1976,SON.mean,119.82
08JE001,1977,SON.mean,91.01
08JE001,1978,SON.mean,68.4
08JE001,1979,SON.mean,64.9
08JE001,1980,SON.mean,71.58
08JE001,1981,SON.mean,57.59
08JE001,1982,SON.mean,84.19
08JE001,1983,SON.mean,84.79
08JE001,1984,SON.mean,90.99
08JE001,1985,SON.mean,60.04
08JE001,1986,SON.mean,79.76
08JE001,1987,SON.mean,63.68
08JE001,1988,SON.mean,79.74
08JE001,1989,SON.mean,47.22
08JE001,1990,SON.mean,59.29
08JE001,1991,SON.mean,78.6
08JE001,1992,SON.mean,76.53
08JE001,1993,SON.mean,83.01
08JE001,1994,SON.mean,72.71
08JE001,1995,SON.mean,65.18
08JE001,1996,SON.mean,117.75
08JE001,1997,SON.mean,115.61
08JE001,1998,SON.mean,57.59
08JE001,1999,SON.mean,80.97
08JE001,2000,SON.mean,113.35
08JE001,2001,SON.mean,108.28
08JE001,2002,SON.mean,95.11
08JE001,2003,SON.mean,104.46
08JE001,2004,SON.mean,104.67
08JE001,2005,SON.mean,92.97
08JE001,2006,SON.mean,46.32
08JE001,2007,SON.mean,143.77
08JE001,2008,SON.mean,85.01
08JE001,2009,SON.mean,65.29
08JE001,2010,SON.mean,49.3
08JE001,2011,SON.mean,102.94
08JE001,2012,SON.mean,75.07
08LA001,1958,ann.mean,221.84
08LA001,1959,ann.mean,252.31
08LA001,1960,ann.mean,263.83
08LA001,1961,ann.mean,213.62
08LA001,1962,ann.mean,258.11
08LA001,1963,ann.mean,220.59
08LA001,1964,ann.mean,262.08
08LA001,1965,ann.mean,212.46
08LA001,1966,ann.mean,224.16
08LA001,1967,ann.mean,255.73
08LA001,1968,ann.mean,272.17
08LA001,1969,ann.mean,225.8
08LA001,1970,ann.mean,163.57
08LA001,1971,ann.mean,235.41
08LA001,1972,ann.mean,253.99
08LA001,1973,ann.mean,198.89
08LA001,1974,ann.mean,233.35
08LA001,1975,ann.mean,212.78
08LA001,1976,ann.mean,278.21
08LA001,1977,ann.mean,197.97
08LA001,1978,ann.mean,201.33
08LA001,1979,ann.mean,175.76
08LA001,1980,ann.mean,217.6
08LA001,1981,ann.mean,233.74
08LA001,1982,ann.mean,273.76
08LA001,1983,ann.mean,222.69
08LA001,1984,ann.mean,241.66
08LA001,1985,ann.mean,205.73
08LA001,1986,ann.mean,206.42
08LA001,1987,ann.mean,179.2
08LA001,1988,ann.mean,200.64
08LA001,1989,ann.mean,201.15
08LA001,1990,ann.mean,240.5
08LA001,1991,ann.mean,225.62
08LA001,1992,ann.mean,210.65
08LA001,1993,ann.mean,188.8
08LA001,1994,ann.mean,224.07
08LA001,1995,ann.mean,226.97
08LA001,1996,ann.mean,253.85
08LA001,1997,ann.mean,294.44
08LA001,1998,ann.mean,202.54
08LA001,1999,ann.mean,309.65
08LA001,2000,ann.mean,232.15
08LA001,2001,ann.mean,207.65
08LA001,2002,ann.mean,229.48
08LA001,2003,ann.mean,182.07
08LA001,2004,ann.mean,219.02
08LA001,2005,ann.mean,262.96
08LA001,2006,ann.mean,191.4
08LA001,2007,ann.mean,228.83
08LA001,2008,ann.mean,219.65
08LA001,2009,ann.mean,191.99
08LA001,2010,ann.mean,184.41
08LA001,2011,ann.mean,246.82
08LA001,1958,ann.min,46.2
08LA001,1959,ann.min,30.0
08LA001,1960,ann.min,35.1
08LA001,1961,ann.min,42.5
08LA001,1962,ann.min,30.0
08LA001,1963,ann.min,49.0
08LA001,1964,ann.min,38.8
08LA001,1965,ann.min,32.6
08LA001,1966,ann.min,35.7
08LA001,1967,ann.min,39.4
08LA001,1968,ann.min,49.0
08LA001,1969,ann.min,28.0
08LA001,1970,ann.min,29.2
08LA001,1971,ann.min,32.6
08LA001,1972,ann.min,35.7
08LA001,1973,ann.min,29.7
08LA001,1974,ann.min,34.8
08LA001,1975,ann.min,25.5
08LA001,1976,ann.min,39.1
08LA001,1977,ann.min,36.5
08LA001,1978,ann.min,28.9
08LA001,1979,ann.min,29.2
08LA001,1980,ann.min,25.5
08LA001,1981,ann.min,53.4
08LA001,1982,ann.min,36.9
08LA001,1983,ann.min,42.4
08LA001,1984,ann.min,44.0
08LA001,1985,ann.min,32.1
08LA001,1986,ann.min,31.0
08LA001,1987,ann.min,31.5
08LA001,1988,ann.min,27.0
08LA001,1989,ann.min,32.5
08LA001,1990,ann.min,43.7
08LA001,1991,ann.min,29.2
08LA001,1992,ann.min,42.2
08LA001,1993,ann.min,24.9
08LA001,1994,ann.min,37.5
08LA001,1995,ann.min,31.5
08LA001,1996,ann.min,50.3
08LA001,1997,ann.min,44.3
08LA001,1998,ann.min,41.0
08LA001,1999,ann.min,40.5
08LA001,2000,ann.min,42.0
08LA001,2001,ann.min,32.5
08LA001,2002,ann.min,40.5
08LA001,2003,ann.min,31.8
08LA001,2004,ann.min,33.0
08LA001,2005,ann.min,53.0
08LA001,2006,ann.min,30.0
08LA001,2007,ann.min,27.3
08LA001,2008,ann.min,24.5
08LA001,2009,ann.min,35.0
08LA001,2010,ann.min,32.4
08LA001,2011,ann.min,21.7
08LA001,1958,ann.max,1080.0
08LA001,1959,ann.max,850.0
08LA001,1960,ann.max,1110.0
08LA001,1961,ann.max,1140.0
08LA001,1962,ann.max,917.0
08LA001,1963,ann.max,773.0
08LA001,1964,ann.max,1170.0
08LA001,1965,ann.max,872.0
08LA001,1966,ann.max,765.0
08LA001,1967,ann.max,1170.0
08LA001,1968,ann.max,997.0
08LA001,1969,ann.max,833.0
08LA001,1970,ann.max,988.0
08LA001,1971,ann.max,1070.0
08LA001,1972,ann.max,1460.0
08LA001,1973,ann.max,954.0
08LA001,1974,ann.max,1180.0
08LA001,1975,ann.max,892.0
08LA001,1976,ann.max,883.0
08LA001,1977,ann.max,680.0
08LA001,1978,ann.max,753.0
08LA001,1979,ann.max,843.0
08LA001,1980,ann.max,731.0
08LA001,1981,ann.max,957.0
08LA001,1982,ann.max,1120.0
08LA001,1983,ann.max,887.0
08LA001,1984,ann.max,1020.0
08LA001,1985,ann.max,1160.0
08LA001,1986,ann.max,1230.0
08LA001,1987,ann.max,741.0
08LA001,1988,ann.max,847.0
08LA001,1989,ann.max,902.0
08LA001,1990,ann.max,941.0
08LA001,1991,ann.max,782.0
08LA001,1992,ann.max,770.0
08LA001,1993,ann.max,1070.0
08LA001,1994,ann.max,793.0
08LA001,1995,ann.max,913.0
08LA001,1996,ann.max,906.0
08LA001,1997,ann.max,1280.0
08LA001,1998,ann.max,828.0
08LA001,1999,ann.max,1400.0
08LA001,2000,ann.max,890.0
08LA001,2001,ann.max,797.0
08LA001,2002,ann.max,1090.0
08LA001,2003,ann.max,795.0
08LA001,2004,ann.max,653.0
08LA001,2005,ann.max,1020.0
08LA001,2006,ann.max,1050.0
08LA001,2007,ann.max,1300.0
08LA001,2008,ann.max,1020.0
08LA001,2009,ann.max,914.0
08LA001,2010,ann.max,708.0
08LA001,2011,ann.max,1020.0
08LA001,1958,JAS.min,166.37
08LA001,1959,JAS.min,268.81
08LA001,1960,JAS.min,232.42
08LA001,1961,JAS.min,143.21
08LA001,1962,JAS.min,173.97
08LA001,1963,JAS.min,140.45
08LA001,1964,JAS.min,253.26
08LA001,1965,JAS.min,123.72
08LA001,1966,JAS.min,131.13
08LA001,1967,JAS.min,165.39
08LA001,1968,JAS.min,153.68
08LA001,1969,JAS.min,201.74
08LA001,1970,JAS.min,86.15
08LA001,1971,JAS.min,122.94
08LA001,1972,JAS.min,92.15
08LA001,1973,JAS.min,112.03
08LA001,1974,JAS.min,83.18
08LA001,1975,JAS.min,137.26
08LA001,1976,JAS.min,149.06
08LA001,1977,JAS.min,101.35
08LA001,1978,JAS.min,151.77
08LA001,1979,JAS.min,91.9
08LA001,1980,JAS.min,203.19
08LA001,1981,JAS.min,126.69
08LA001,1982,JAS.min,193.65
08LA001,1983,JAS.min,105.11
08LA001,1984,JAS.min,159.52
08LA001,1985,JAS.min,99.07
08LA001,1986,JAS.min,88.09
08LA001,1987,JAS.min,57.44
08LA001,1988,JAS.min,103.61
08LA001,1989,JAS.min,88.21
08LA001,1990,JAS.min,85.61
08LA001,1991,JAS.min,83.36
08LA001,1992,JAS.min,136.98
08LA001,1993,JAS.min,65.12
08LA001,1994,JAS.min,93.23
08LA001,1995,JAS.min,159.55
08LA001,1996,JAS.min,141.29
08LA001,1997,JAS.min,203.87
08LA001,1998,JAS.min,88.68
08LA001,1999,JAS.min,112.9
08LA001,2000,JAS.min,119.87
08LA001,2001,JAS.min,105.72
08LA001,2002,JAS.min,116.85
08LA001,2003,JAS.min,111.52
08LA001,2004,JAS.min,185.61
08LA001,2005,JAS.min,131.81
08LA001,2006,JAS.min,53.22
08LA001,2007,JAS.min,117.87
08LA001,2008,JAS.min,129.97
08LA001,2009,JAS.min,73.35
08LA001,2010,JAS.min,152.42
08LA001,2011,JAS.min,160.87
08LA001,1958,AMJ.max,760.23
08LA001,1959,AMJ.max,739.77
08LA001,1960,AMJ.max,775.55
08LA001,1961,AMJ.max,788.73
08LA001,1962,AMJ.max,797.03
08LA001,1963,AMJ.max,671.33
08LA001,1964,AMJ.max,953.67
08LA001,1965,AMJ.max,710.5
08LA001,1966,AMJ.max,678.17
08LA001,1967,AMJ.max,1053.07
08LA001,1968,AMJ.max,861.17
08LA001,1969,AMJ.max,676.53
08LA001,1970,AMJ.max,713.77
08LA001,1971,AMJ.max,803.27
08LA001,1972,AMJ.max,1074.07
08LA001,1973,AMJ.max,662.43
08LA001,1974,AMJ.max,834.23
08LA001,1975,AMJ.max,770.37
08LA001,1976,AMJ.max,693.81
08LA001,1977,AMJ.max,553.47
08LA001,1978,AMJ.max,608.33
08LA001,1979,AMJ.max,617.5
08LA001,1980,AMJ.max,615.1
08LA001,1981,AMJ.max,605.57
08LA001,1982,AMJ.max,923.43
08LA001,1983,AMJ.max,625.0
08LA001,1984,AMJ.max,753.2
08LA001,1985,AMJ.max,789.73
08LA001,1986,AMJ.max,855.47
08LA001,1987,AMJ.max,587.07
08LA001,1988,AMJ.max,591.17
08LA001,1989,AMJ.max,660.1
08LA001,1990,AMJ.max,855.1
08LA001,1991,AMJ.max,635.77
08LA001,1992,AMJ.max,626.23
08LA001,1993,AMJ.max,652.97
08LA001,1994,AMJ.max,644.5
08LA001,1995,AMJ.max,706.27
08LA001,1996,AMJ.max,745.97
08LA001,1997,AMJ.max,911.0
08LA001,1998,AMJ.max,654.61
08LA001,1999,AMJ.max,1009.57
08LA001,2000,AMJ.max,748.83
08LA001,2001,AMJ.max,631.6
08LA001,2002,AMJ.max,917.33
08LA001,2003,AMJ.max,646.47
08LA001,2004,AMJ.max,565.37
08LA001,2005,AMJ.max,669.07
08LA001,2006,AMJ.max,690.3
08LA001,2007,AMJ.max,826.2
08LA001,2008,AMJ.max,732.27
08LA001,2009,AMJ.max,755.97
08LA001,2010,AMJ.max,602.7
08LA001,2011,AMJ.max,913.63
08LA001,1958,DJF.mean,254.67
08LA001,1959,DJF.mean,293.62
08LA001,1960,DJF.mean,304.82
08LA001,1961,DJF.mean,245.74
08LA001,1962,DJF.mean,299.14
08LA001,1963,DJF.mean,251.55
08LA001,1964,DJF.mean,304.71
08LA001,1965,DJF.mean,244.97
08LA001,1966,DJF.mean,258.36
08LA001,1967,DJF.mean,296.05
08LA001,1968,DJF.mean,314.95
08LA001,1969,DJF.mean,261.68
08LA001,1970,DJF.mean,188.67
08LA001,1971,DJF.mean,271.83
08LA001,1972,DJF.mean,296.79
08LA001,1973,DJF.mean,230.68
08LA001,1974,DJF.mean,271.05
08LA001,1975,DJF.mean,248.26
08LA001,1976,DJF.mean,322.27
08LA001,1977,DJF.mean,227.1
08LA001,1978,DJF.mean,233.39
08LA001,1979,DJF.mean,203.85
08LA001,1980,DJF.mean,254.29
08LA001,1981,DJF.mean,258.87
08LA001,1982,DJF.mean,317.08
08LA001,1983,DJF.mean,256.27
08LA001,1984,DJF.mean,277.96
08LA001,1985,DJF.mean,237.64
08LA001,1986,DJF.mean,239.84
08LA001,1987,DJF.mean,207.29
08LA001,1988,DJF.mean,233.99
08LA001,1989,DJF.mean,231.96
08LA001,1990,DJF.mean,276.07
08LA001,1991,DJF.mean,261.09
08LA001,1992,DJF.mean,242.87
08LA001,1993,DJF.mean,218.11
08LA001,1994,DJF.mean,257.75
08LA001,1995,DJF.mean,263.67
08LA001,1996,DJF.mean,290.61
08LA001,1997,DJF.mean,340.43
08LA001,1998,DJF.mean,230.81
08LA001,1999,DJF.mean,359.36
08LA001,2000,DJF.mean,267.1
08LA001,2001,DJF.mean,239.71
08LA001,2002,DJF.mean,264.34
08LA001,2003,DJF.mean,209.91
08LA001,2004,DJF.mean,255.3
08LA001,2005,DJF.mean,287.98
08LA001,2006,DJF.mean,216.77
08LA001,2007,DJF.mean,267.47
08LA001,2008,DJF.mean,254.75
08LA001,2009,DJF.mean,221.09
08LA001,2010,DJF.mean,212.92
08LA001,2011,DJF.mean,288.61
08LA001,1958,MAM.mean,484.81
08LA001,1959,MAM.mean,384.96
08LA001,1960,MAM.mean,394.13
08LA001,1961,MAM.mean,464.7
08LA001,1962,MAM.mean,442.65
08LA001,1963,MAM.mean,382.04
08LA001,1964,MAM.mean,422.3
08LA001,1965,MAM.mean,402.77
08LA001,1966,MAM.mean,399.63
08LA001,1967,MAM.mean,485.35
08LA001,1968,MAM.mean,457.42
08LA001,1969,MAM.mean,449.03
08LA001,1970,MAM.mean,350.79
08LA001,1971,MAM.mean,497.82
08LA001,1972,MAM.mean,562.93
08LA001,1973,MAM.mean,383.44
08LA001,1974,MAM.mean,446.33
08LA001,1975,MAM.mean,370.34
08LA001,1976,MAM.mean,432.06
08LA001,1977,MAM.mean,355.94
08LA001,1978,MAM.mean,348.14
08LA001,1979,MAM.mean,340.47
08LA001,1980,MAM.mean,408.05
08LA001,1981,MAM.mean,405.84
08LA001,1982,MAM.mean,450.04
08LA001,1983,MAM.mean,385.95
08LA001,1984,MAM.mean,376.45
08LA001,1985,MAM.mean,469.21
08LA001,1986,MAM.mean,431.85
08LA001,1987,MAM.mean,396.54
08LA001,1988,MAM.mean,425.23
08LA001,1989,MAM.mean,407.32
08LA001,1990,MAM.mean,514.62
08LA001,1991,MAM.mean,414.57
08LA001,1992,MAM.mean,455.37
08LA001,1993,MAM.mean,426.47
08LA001,1994,MAM.mean,502.19
08LA001,1995,MAM.mean,418.58
08LA001,1996,MAM.mean,437.93
08LA001,1997,MAM.mean,539.78
08LA001,1998,MAM.mean,438.2
08LA001,1999,MAM.mean,539.73
08LA001,2000,MAM.mean,417.56
08LA001,2001,MAM.mean,341.87
08LA001,2002,MAM.mean,476.36
08LA001,2003,MAM.mean,367.58
08LA001,2004,MAM.mean,387.59
08LA001,2005,MAM.mean,494.94
08LA001,2006,MAM.mean,450.94
08LA001,2007,MAM.mean,475.36
08LA001,2008,MAM.mean,425.15
08LA001,2009,MAM.mean,409.48
08LA001,2010,MAM.mean,355.91
08LA001,2011,MAM.mean,473.36
08LA001,1958,JJA.mean,233.17
08LA001,1959,JJA.mean,398.06
08LA001,1960,JJA.mean,459.29
08LA001,1961,JJA.mean,242.97
08LA001,1962,JJA.mean,396.73
08LA001,1963,JJA.mean,334.86
08LA001,1964,JJA.mean,438.84
08LA001,1965,JJA.mean,288.87
08LA001,1966,JJA.mean,351.37
08LA001,1967,JJA.mean,356.93
08LA001,1968,JJA.mean,449.85
08LA001,1969,JJA.mean,282.89
08LA001,1970,JJA.mean,208.84
08LA001,1971,JJA.mean,312.9
08LA001,1972,JJA.mean,338.56
08LA001,1973,JJA.mean,277.29
08LA001,1974,JJA.mean,386.62
08LA001,1975,JJA.mean,331.08
08LA001,1976,JJA.mean,528.37
08LA001,1977,JJA.mean,313.41
08LA001,1978,JJA.mean,320.27
08LA001,1979,JJA.mean,264.61
08LA001,1980,JJA.mean,285.02
08LA001,1981,JJA.mean,316.61
08LA001,1982,JJA.mean,469.9
08LA001,1983,JJA.mean,323.33
08LA001,1984,JJA.mean,433.51
08LA001,1985,JJA.mean,239.34
08LA001,1986,JJA.mean,283.48
08LA001,1987,JJA.mean,222.92
08LA001,1988,JJA.mean,255.13
08LA001,1989,JJA.mean,256.16
08LA001,1990,JJA.mean,296.52
08LA001,1991,JJA.mean,370.27
08LA001,1992,JJA.mean,209.09
08LA001,1993,JJA.mean,229.86
08LA001,1994,JJA.mean,274.94
08LA001,1995,JJA.mean,304.31
08LA001,1996,JJA.mean,396.72
08LA001,1997,JJA.mean,394.47
08LA001,1998,JJA.mean,232.44
08LA001,1999,JJA.mean,525.39
08LA001,2000,JJA.mean,367.31
08LA001,2001,JJA.mean,348.32
08LA001,2002,JJA.mean,310.79
08LA001,2003,JJA.mean,215.65
08LA001,2004,JJA.mean,302.24
08LA001,2005,JJA.mean,290.16
08LA001,2006,JJA.mean,209.2
08LA001,2007,JJA.mean,262.33
08LA001,2008,JJA.mean,296.17
08LA001,2009,JJA.mean,248.76
08LA001,2010,JJA.mean,246.44
08LA001,2011,JJA.mean,381.17
08LA001,1958,SON.mean,111.36
08LA001,1959,SON.mean,185.21
08LA001,1960,SON.mean,147.92
08LA001,1961,SON.mean,96.15
08LA001,1962,SON.mean,145.2
08LA001,1963,SON.mean,102.14
08LA001,1964,SON.mean,141.14
08LA001,1965,SON.mean,112.82
08LA001,1966,SON.mean,97.65
08LA001,1967,SON.mean,130.91
08LA001,1968,SON.mean,113.99
08LA001,1969,SON.mean,130.54
08LA001,1970,SON.mean,58.86
08LA001,1971,SON.mean,81.63
08LA001,1972,SON.mean,68.99
08LA001,1973,SON.mean,96.74
08LA001,1974,SON.mean,58.32
08LA001,1975,SON.mean,116.5
08LA001,1976,SON.mean,100.52
08LA001,1977,SON.mean,74.66
08LA001,1978,SON.mean,97.63
08LA001,1979,SON.mean,63.26
08LA001,1980,SON.mean,142.7
08LA001,1981,SON.mean,115.08
08LA001,1982,SON.mean,123.27
08LA001,1983,SON.mean,122.21
08LA001,1984,SON.mean,98.4
08LA001,1985,SON.mean,71.31
08LA001,1986,SON.mean,67.65
08LA001,1987,SON.mean,53.87
08LA001,1988,SON.mean,88.34
08LA001,1989,SON.mean,97.85
08LA001,1990,SON.mean,93.75
08LA001,1991,SON.mean,69.16
08LA001,1992,SON.mean,117.83
08LA001,1993,SON.mean,59.41
08LA001,1994,SON.mean,63.9
08LA001,1995,SON.mean,141.69
08LA001,1996,SON.mean,114.09
08LA001,1997,SON.mean,184.05
08LA001,1998,SON.mean,76.5
08LA001,1999,SON.mean,117.27
08LA001,2000,SON.mean,90.03
08LA001,2001,SON.mean,96.92
08LA001,2002,SON.mean,79.98
08LA001,2003,SON.mean,103.88
08LA001,2004,SON.mean,148.11
08LA001,2005,SON.mean,140.8
08LA001,2006,SON.mean,50.73
08LA001,2007,SON.mean,137.17
08LA001,2008,SON.mean,117.25
08LA001,2009,SON.mean,66.18
08LA001,2010,SON.mean,93.19
08LA001,2011,SON.mean,99.79
08LD001,1958,ann.mean,72.52
08LD001,1959,ann.mean,85.05
08LD001,1960,ann.mean,77.37
08LD001,1961,ann.mean,67.33
08LD001,1962,ann.mean,68.75
08LD001,1963,ann.mean,62.28
08LD001,1964,ann.mean,79.06
08LD001,1965,ann.mean,63.78
08LD001,1966,ann.mean,72.72
08LD001,1967,ann.mean,73.25
08LD001,1968,ann.mean,85.11
08LD001,1969,ann.mean,78.25
08LD001,1970,ann.mean,52.14
08LD001,1971,ann.mean,79.21
08LD001,1972,ann.mean,87.06
08LD001,1973,ann.mean,63.08
08LD001,1974,ann.mean,80.28
08LD001,1975,ann.mean,71.03
08LD001,1976,ann.mean,93.54
08LD001,1977,ann.mean,57.81
08LD001,1978,ann.mean,67.77
08LD001,1979,ann.mean,51.63
08LD001,1980,ann.mean,67.03
08LD001,1981,ann.mean,86.9
08LD001,1982,ann.mean,90.27
08LD001,1983,ann.mean,82.84
08LD001,1984,ann.mean,77.43
08LD001,1985,ann.mean,67.27
08LD001,1986,ann.mean,68.41
08LD001,1987,ann.mean,60.64
08LD001,1988,ann.mean,66.66
08LD001,1989,ann.mean,71.43
08LD001,1990,ann.mean,82.65
08LD001,1991,ann.mean,71.45
08LD001,1992,ann.mean,62.64
08LD001,1993,ann.mean,57.4
08LD001,1994,ann.mean,67.64
08LD001,1995,ann.mean,69.62
08LD001,1996,ann.mean,
08LD001,1997,ann.mean,
08LD001,1998,ann.mean,64.52
08LD001,1999,ann.mean,103.31
08LD001,2000,ann.mean,75.67
08LD001,2001,ann.mean,64.29
08LD001,2002,ann.mean,73.19
08LD001,2003,ann.mean,59.81
08LD001,2004,ann.mean,69.79
08LD001,2005,ann.mean,79.73
08LD001,2006,ann.mean,63.33
08LD001,2007,ann.mean,70.55
08LD001,2008,ann.mean,70.62
08LD001,2009,ann.mean,54.35
08LD001,2010,ann.mean,57.5
08LD001,2011,ann.mean,74.39
08LD001,1958,ann.min,17.6
08LD001,1959,ann.min,17.6
08LD001,1960,ann.min,18.7
08LD001,1961,ann.min,19.8
08LD001,1962,ann.min,13.1
08LD001,1963,ann.min,20.0
08LD001,1964,ann.min,12.7
08LD001,1965,ann.min,15.1
08LD001,1966,ann.min,15.2
08LD001,1967,ann.min,18.1
08LD001,1968,ann.min,19.8
08LD001,1969,ann.min,15.9
08LD001,1970,ann.min,16.8
