station,year,annual_flow_summary,annual_flow_value
08HA001,1981,ann.max,416.0
08HA001,1982,ann.max,412.0
08HA001,1983,ann.max,537.0
08HA001,1984,ann.max,189.0
08HA001,1985,ann.max,71.4
08HA001,1986,ann.max,445.0
08HA001,1987,ann.max,161.0
08HA001,1988,ann.max,278.0
08HA001,1989,ann.max,181.0
08HA001,1990,ann.max,265.0
08HA001,1991,ann.max,291.0
08HA001,1992,ann.max,242.0
08HA001,1993,ann.max,245.0
08HA001,1994,ann.max,248.0
08HA001,1995,ann.max,224.0
08HA001,1996,ann.max,172.0
08HA001,1997,ann.max,303.0
08HA001,1998,ann.max,290.0
08HA001,1999,ann.max,217.0
08HA001,2000,ann.max,86.8
08HA001,2001,ann.max,273.0
08HA001,2002,ann.max,356.0
08HA001,2003,ann.max,307.0
08HA001,2004,ann.max,236.0
08HA001,2005,ann.max,297.0
08HA001,2006,ann.max,265.0
08HA001,2007,ann.max,348.0
08HA001,2008,ann.max,120.0
08HA001,2009,ann.max,309.0
08HA001,2010,ann.max,307.0
08HA001,2011,ann.max,257.0
08HA001,2012,ann.max,211.0
08HA001,1958,JAS.min,0.34
08HA001,1959,JAS.min,1.38
08HA001,1960,JAS.min,0.76
08HA001,1961,JAS.min,0.41
08HA001,1962,JAS.min,1.3
08HA001,1963,JAS.min,0.37
08HA001,1964,JAS.min,1.61
08HA001,1965,JAS.min,0.38
08HA001,1966,JAS.min,0.68
08HA001,1967,JAS.min,0.35
08HA001,1968,JAS.min,1.29
08HA001,1969,JAS.min,1.08
08HA001,1970,JAS.min,0.22
08HA001,1971,JAS.min,1.31
08HA001,1972,JAS.min,
08HA001,1973,JAS.min,0.53
08HA001,1974,JAS.min,0.69
08HA001,1975,JAS.min,2.32
08HA001,1976,JAS.min,2.39
08HA001,1977,JAS.min,0.3
08HA001,1978,JAS.min,1.13
08HA001,1979,JAS.min,0.41
08HA001,1980,JAS.min,0.91
08HA001,1981,JAS.min,0.83
08HA001,1982,JAS.min,0.62
08HA001,1983,JAS.min,1.01
08HA001,1984,JAS.min,0.76
08HA001,1985,JAS.min,0.25
08HA001,1986,JAS.min,0.74
08HA001,1987,JAS.min,0.22
08HA001,1988,JAS.min,0.41
08HA001,1989,JAS.min,0.33
08HA001,1990,JAS.min,0.46
08HA001,1991,JAS.min,0.96
08HA001,1992,JAS.min,0.74
08HA001,1993,JAS.min,0.32
08HA001,1994,JAS.min,0.31
08HA001,1995,JAS.min,0.34
08HA001,1996,JAS.min,0.29
08HA001,1997,JAS.min,1.68
08HA001,1998,JAS.min,0.32
08HA001,1999,JAS.min,0.58
08HA001,2000,JAS.min,0.58
08HA001,2001,JAS.min,0.95
08HA001,2002,JAS.min,0.32
08HA001,2003,JAS.min,0.27
08HA001,2004,JAS.min,0.48
08HA001,2005,JAS.min,0.53
08HA001,2006,JAS.min,0.38
08HA001,2007,JAS.min,0.93
08HA001,2008,JAS.min,1.16
08HA001,2009,JAS.min,0.37
08HA001,2010,JAS.min,0.51
08HA001,2011,JAS.min,0.98
08HA001,2012,JAS.min,0.35
08HA001,1958,AMJ.max,7.4
08HA001,1959,AMJ.max,17.17
08HA001,1960,AMJ.max,16.44
08HA001,1961,AMJ.max,16.39
08HA001,1962,AMJ.max,15.68
08HA001,1963,AMJ.max,11.54
08HA001,1964,AMJ.max,15.76
08HA001,1965,AMJ.max,10.59
08HA001,1966,AMJ.max,14.96
08HA001,1967,AMJ.max,18.8
08HA001,1968,AMJ.max,10.33
08HA001,1969,AMJ.max,28.11
08HA001,1970,AMJ.max,8.8
08HA001,1971,AMJ.max,42.54
08HA001,1972,AMJ.max,
08HA001,1973,AMJ.max,8.68
08HA001,1974,AMJ.max,25.93
08HA001,1975,AMJ.max,29.28
08HA001,1976,AMJ.max,24.88
08HA001,1977,AMJ.max,7.09
08HA001,1978,AMJ.max,7.22
08HA001,1979,AMJ.max,12.81
08HA001,1980,AMJ.max,6.9
08HA001,1981,AMJ.max,8.96
08HA001,1982,AMJ.max,16.91
08HA001,1983,AMJ.max,6.39
08HA001,1984,AMJ.max,30.28
08HA001,1985,AMJ.max,14.68
08HA001,1986,AMJ.max,16.85
08HA001,1987,AMJ.max,7.78
08HA001,1988,AMJ.max,14.73
08HA001,1989,AMJ.max,9.34
08HA001,1990,AMJ.max,10.26
08HA001,1991,AMJ.max,5.61
08HA001,1992,AMJ.max,5.31
08HA001,1993,AMJ.max,13.92
08HA001,1994,AMJ.max,5.06
08HA001,1995,AMJ.max,5.95
08HA001,1996,AMJ.max,6.93
08HA001,1997,AMJ.max,27.7
08HA001,1998,AMJ.max,7.05
08HA001,1999,AMJ.max,24.87
08HA001,2000,AMJ.max,14.15
08HA001,2001,AMJ.max,13.31
08HA001,2002,AMJ.max,15.55
08HA001,2003,AMJ.max,5.25
08HA001,2004,AMJ.max,4.22
08HA001,2005,AMJ.max,10.88
08HA001,2006,AMJ.max,13.43
08HA001,2007,AMJ.max,10.8
08HA001,2008,AMJ.max,28.97
08HA001,2009,AMJ.max,15.62
08HA001,2010,AMJ.max,12.78
08HA001,2011,AMJ.max,25.36
08HA001,2012,AMJ.max,18.05
08HA001,1958,DJF.mean,16.35
08HA001,1959,DJF.mean,15.64
08HA001,1960,DJF.mean,14.27
08HA001,1961,DJF.mean,15.65
08HA001,1962,DJF.mean,21.08
08HA001,1963,DJF.mean,15.21
08HA001,1964,DJF.mean,11.36
08HA001,1965,DJF.mean,14.16
08HA001,1966,DJF.mean,20.39
08HA001,1967,DJF.mean,16.46
08HA001,1968,DJF.mean,15.54
08HA001,1969,DJF.mean,17.7
08HA001,1970,DJF.mean,12.89
08HA001,1971,DJF.mean,17.96
08HA001,1972,DJF.mean,
08HA001,1973,DJF.mean,
08HA001,1974,DJF.mean,
08HA001,1975,DJF.mean,26.9
08HA001,1976,DJF.mean,14.26
08HA001,1977,DJF.mean,16.58
08HA001,1978,DJF.mean,8.88
08HA001,1979,DJF.mean,23.18
08HA001,1980,DJF.mean,31.07
08HA001,1981,DJF.mean,21.64
08HA001,1982,DJF.mean,17.61
08HA001,1983,DJF.mean,19.37
08HA001,1984,DJF.mean,18.34
08HA001,1985,DJF.mean,10.3
08HA001,1986,DJF.mean,13.04
08HA001,1987,DJF.mean,10.56
08HA001,1988,DJF.mean,13.89
08HA001,1989,DJF.mean,11.23
08HA001,1990,DJF.mean,19.01
08HA001,1991,DJF.mean,11.82
08HA001,1992,DJF.mean,6.84
08HA001,1993,DJF.mean,12.52
08HA001,1994,DJF.mean,15.06
08HA001,1995,DJF.mean,17.97
08HA001,1996,DJF.mean,10.76
08HA001,1997,DJF.mean,23.7
08HA001,1998,DJF.mean,15.69
08HA001,1999,DJF.mean,19.28
08HA001,2000,DJF.mean,10.35
08HA001,2001,DJF.mean,13.61
08HA001,2002,DJF.mean,12.92
08HA001,2003,DJF.mean,16.83
08HA001,2004,DJF.mean,12.13
08HA001,2005,DJF.mean,13.39
08HA001,2006,DJF.mean,18.28
08HA001,2007,DJF.mean,16.16
08HA001,2008,DJF.mean,11.06
08HA001,2009,DJF.mean,16.66
08HA001,2010,DJF.mean,16.71
08HA001,2011,DJF.mean,16.8
08HA001,2012,DJF.mean,17.43
08HA001,1958,MAM.mean,11.35
08HA001,1959,MAM.mean,20.44
08HA001,1960,MAM.mean,18.0
08HA001,1961,MAM.mean,12.77
08HA001,1962,MAM.mean,16.49
08HA001,1963,MAM.mean,10.86
08HA001,1964,MAM.mean,15.7
08HA001,1965,MAM.mean,9.64
08HA001,1966,MAM.mean,16.46
08HA001,1967,MAM.mean,13.96
08HA001,1968,MAM.mean,9.62
08HA001,1969,MAM.mean,25.27
08HA001,1970,MAM.mean,11.63
08HA001,1971,MAM.mean,30.35
08HA001,1972,MAM.mean,
08HA001,1973,MAM.mean,7.35
08HA001,1974,MAM.mean,24.95
08HA001,1975,MAM.mean,19.97
08HA001,1976,MAM.mean,22.98
08HA001,1977,MAM.mean,9.51
08HA001,1978,MAM.mean,7.52
08HA001,1979,MAM.mean,10.67
08HA001,1980,MAM.mean,11.1
08HA001,1981,MAM.mean,14.06
08HA001,1982,MAM.mean,15.17
08HA001,1983,MAM.mean,7.92
08HA001,1984,MAM.mean,20.12
08HA001,1985,MAM.mean,15.99
08HA001,1986,MAM.mean,10.42
08HA001,1987,MAM.mean,8.27
08HA001,1988,MAM.mean,16.02
08HA001,1989,MAM.mean,13.29
08HA001,1990,MAM.mean,13.86
08HA001,1991,MAM.mean,9.69
08HA001,1992,MAM.mean,5.17
08HA001,1993,MAM.mean,15.18
08HA001,1994,MAM.mean,9.41
08HA001,1995,MAM.mean,6.52
08HA001,1996,MAM.mean,10.66
08HA001,1997,MAM.mean,25.13
08HA001,1998,MAM.mean,5.61
08HA001,1999,MAM.mean,23.2
08HA001,2000,MAM.mean,13.78
08HA001,2001,MAM.mean,10.41
08HA001,2002,MAM.mean,17.1
08HA001,2003,MAM.mean,9.61
08HA001,2004,MAM.mean,5.69
08HA001,2005,MAM.mean,15.71
08HA001,2006,MAM.mean,13.09
08HA001,2007,MAM.mean,10.6
08HA001,2008,MAM.mean,17.54
08HA001,2009,MAM.mean,11.93
08HA001,2010,MAM.mean,15.7
08HA001,2011,MAM.mean,19.42
08HA001,2012,MAM.mean,19.69
08HA001,1958,JJA.mean,0.97
08HA001,1959,JJA.mean,2.35
08HA001,1960,JJA.mean,1.0
08HA001,1961,JJA.mean,0.91
08HA001,1962,JJA.mean,1.72
08HA001,1963,JJA.mean,0.84
08HA001,1964,JJA.mean,2.61
08HA001,1965,JJA.mean,0.52
08HA001,1966,JJA.mean,1.39
08HA001,1967,JJA.mean,0.62
08HA001,1968,JJA.mean,2.41
08HA001,1969,JJA.mean,2.67
08HA001,1970,JJA.mean,0.6
08HA001,1971,JJA.mean,2.79
08HA001,1972,JJA.mean,
08HA001,1973,JJA.mean,1.03
08HA001,1974,JJA.mean,3.24
08HA001,1975,JJA.mean,2.67
08HA001,1976,JJA.mean,3.1
08HA001,1977,JJA.mean,1.03
08HA001,1978,JJA.mean,3.39
08HA001,1979,JJA.mean,2.05
08HA001,1980,JJA.mean,2.52
08HA001,1981,JJA.mean,1.62
08HA001,1982,JJA.mean,1.29
08HA001,1983,JJA.mean,3.49
08HA001,1984,JJA.mean,1.1
08HA001,1985,JJA.mean,0.36
08HA001,1986,JJA.mean,1.06
08HA001,1987,JJA.mean,0.57
08HA001,1988,JJA.mean,0.84
08HA001,1989,JJA.mean,0.76
08HA001,1990,JJA.mean,0.79
08HA001,1991,JJA.mean,4.22
08HA001,1992,JJA.mean,1.0
08HA001,1993,JJA.mean,1.02
08HA001,1994,JJA.mean,0.63
08HA001,1995,JJA.mean,0.57
08HA001,1996,JJA.mean,0.46
08HA001,1997,JJA.mean,5.44
08HA001,1998,JJA.mean,0.79
08HA001,1999,JJA.mean,3.43
08HA001,2000,JJA.mean,1.03
08HA001,2001,JJA.mean,1.19
08HA001,2002,JJA.mean,0.77
08HA001,2003,JJA.mean,0.46
08HA001,2004,JJA.mean,1.55
08HA001,2005,JJA.mean,1.03
08HA001,2006,JJA.mean,0.68
08HA001,2007,JJA.mean,1.56
08HA001,2008,JJA.mean,1.39
08HA001,2009,JJA.mean,0.57
08HA001,2010,JJA.mean,1.74
08HA001,2011,JJA.mean,2.58
08HA001,2012,JJA.mean,1.19
08HA001,1958,SON.mean,36.34
08HA001,1959,SON.mean,23.12
08HA001,1960,SON.mean,22.72
08HA001,1961,SON.mean,26.8
08HA001,1962,SON.mean,48.47
08HA001,1963,SON.mean,31.91
08HA001,1964,SON.mean,13.22
08HA001,1965,SON.mean,32.11
08HA001,1966,SON.mean,38.61
08HA001,1967,SON.mean,30.68
08HA001,1968,SON.mean,28.51
08HA001,1969,SON.mean,23.24
08HA001,1970,SON.mean,22.94
08HA001,1971,SON.mean,17.06
08HA001,1972,SON.mean,
08HA001,1973,SON.mean,
08HA001,1974,SON.mean,
08HA001,1975,SON.mean,58.79
08HA001,1976,SON.mean,14.86
08HA001,1977,SON.mean,37.01
08HA001,1978,SON.mean,10.09
08HA001,1979,SON.mean,50.45
08HA001,1980,SON.mean,82.7
08HA001,1981,SON.mean,52.43
08HA001,1982,SON.mean,36.1
08HA001,1983,SON.mean,41.71
08HA001,1984,SON.mean,27.75
08HA001,1985,SON.mean,13.99
08HA001,1986,SON.mean,20.63
08HA001,1987,SON.mean,15.12
08HA001,1988,SON.mean,21.79
08HA001,1989,SON.mean,15.16
08HA001,1990,SON.mean,40.52
08HA001,1991,SON.mean,21.8
08HA001,1992,SON.mean,13.98
08HA001,1993,SON.mean,14.98
08HA001,1994,SON.mean,26.68
08HA001,1995,SON.mean,41.96
08HA001,1996,SON.mean,19.51
08HA001,1997,SON.mean,32.85
08HA001,1998,SON.mean,38.35
08HA001,1999,SON.mean,28.62
08HA001,2000,SON.mean,12.69
08HA001,2001,SON.mean,28.48
08HA001,2002,SON.mean,19.57
08HA001,2003,SON.mean,30.91
08HA001,2004,SON.mean,26.1
08HA001,2005,SON.mean,23.13
08HA001,2006,SON.mean,41.55
08HA001,2007,SON.mean,27.01
08HA001,2008,SON.mean,12.38
08HA001,2009,SON.mean,37.6
08HA001,2010,SON.mean,31.71
08HA001,2011,SON.mean,20.91
08HA001,2012,SON.mean,27.9
08HA003,1958,ann.mean,
08HA003,1959,ann.mean,
08HA003,1960,ann.mean,9.12
08HA003,1961,ann.mean,12.36
08HA003,1962,ann.mean,9.73
08HA003,1963,ann.mean,10.26
08HA003,1964,ann.mean,8.03
08HA003,1965,ann.mean,8.59
08HA003,1966,ann.mean,11.53
08HA003,1967,ann.mean,12.28
08HA003,1968,ann.mean,12.0
08HA003,1969,ann.mean,8.66
08HA003,1970,ann.mean,7.59
08HA003,1971,ann.mean,10.94
08HA003,1972,ann.mean,11.82
08HA003,1973,ann.mean,8.3
08HA003,1974,ann.mean,11.44
08HA003,1975,ann.mean,11.84
08HA003,1976,ann.mean,7.45
08HA003,1977,ann.mean,7.9
08HA003,1978,ann.mean,4.79
08HA003,1979,ann.mean,8.48
08HA003,1980,ann.mean,11.32
08HA003,1981,ann.mean,10.65
08HA003,1982,ann.mean,9.85
08HA003,1983,ann.mean,12.37
08HA003,1984,ann.mean,9.97
08HA003,1985,ann.mean,4.53
08HA003,1986,ann.mean,8.99
08HA003,1987,ann.mean,7.06
08HA003,1988,ann.mean,7.75
08HA003,1989,ann.mean,7.24
08HA003,1990,ann.mean,12.38
08HA003,1991,ann.mean,10.18
08HA003,1992,ann.mean,7.45
08HA003,1993,ann.mean,6.25
08HA003,1994,ann.mean,9.21
08HA003,1995,ann.mean,11.59
08HA003,1996,ann.mean,8.93
08HA003,1997,ann.mean,18.65
08HA003,1998,ann.mean,9.94
08HA003,1999,ann.mean,16.57
08HA003,2000,ann.mean,6.01
08HA003,2001,ann.mean,7.54
08HA003,2002,ann.mean,8.99
08HA003,2003,ann.mean,11.54
08HA003,2004,ann.mean,7.24
08HA003,2005,ann.mean,7.44
08HA003,2006,ann.mean,13.79
08HA003,2007,ann.mean,11.5
08HA003,2008,ann.mean,6.0
08HA003,2009,ann.mean,9.71
08HA003,2010,ann.mean,11.16
08HA003,2011,ann.mean,8.97
08HA003,2012,ann.mean,
08HA003,1958,ann.min,
08HA003,1959,ann.min,
08HA003,1960,ann.min,0.29
08HA003,1961,ann.min,0.23
08HA003,1962,ann.min,0.28
08HA003,1963,ann.min,0.27
08HA003,1964,ann.min,0.38
08HA003,1965,ann.min,0.28
08HA003,1966,ann.min,0.32
08HA003,1967,ann.min,0.2
08HA003,1968,ann.min,0.4
08HA003,1969,ann.min,0.42
08HA003,1970,ann.min,0.17
08HA003,1971,ann.min,0.32
08HA003,1972,ann.min,0.31
08HA003,1973,ann.min,0.21
08HA003,1974,ann.min,0.41
08HA003,1975,ann.min,0.26
08HA003,1976,ann.min,0.34
08HA003,1977,ann.min,0.12
08HA003,1978,ann.min,0.2
08HA003,1979,ann.min,0.25
08HA003,1980,ann.min,0.4
08HA003,1981,ann.min,0.41
08HA003,1982,ann.min,0.23
08HA003,1983,ann.min,0.3
08HA003,1984,ann.min,0.32
08HA003,1985,ann.min,0.11
08HA003,1986,ann.min,0.2
08HA003,1987,ann.min,0.14
08HA003,1988,ann.min,0.24
08HA003,1989,ann.min,0.2
08HA003,1990,ann.min,0.23
08HA003,1991,ann.min,0.22
08HA003,1992,ann.min,0.2
08HA003,1993,ann.min,0.28
08HA003,1994,ann.min,0.26
08HA003,1995,ann.min,0.18
08HA003,1996,ann.min,0.26
08HA003,1997,ann.min,0.24
08HA003,1998,ann.min,0.14
08HA003,1999,ann.min,0.23
08HA003,2000,ann.min,0.28
08HA003,2001,ann.min,0.35
08HA003,2002,ann.min,0.16
08HA003,2003,ann.min,0.13
08HA003,2004,ann.min,0.18
08HA003,2005,ann.min,0.2
08HA003,2006,ann.min,0.12
08HA003,2007,ann.min,0.26
08HA003,2008,ann.min,0.23
08HA003,2009,ann.min,0.18
08HA003,2010,ann.min,0.26
08HA003,2011,ann.min,0.18
08HA003,2012,ann.min,
08HA003,1958,ann.max,
08HA003,1959,ann.max,
08HA003,1960,ann.max,157.0
08HA003,1961,ann.max,190.0
08HA003,1962,ann.max,108.0
08HA003,1963,ann.max,134.0
08HA003,1964,ann.max,95.7
08HA003,1965,ann.max,76.7
08HA003,1966,ann.max,148.0
08HA003,1967,ann.max,130.0
08HA003,1968,ann.max,182.0
08HA003,1969,ann.max,104.0
08HA003,1970,ann.max,100.0
08HA003,1971,ann.max,108.0
08HA003,1972,ann.max,183.0
08HA003,1973,ann.max,166.0
08HA003,1974,ann.max,183.0
08HA003,1975,ann.max,124.0
08HA003,1976,ann.max,77.6
08HA003,1977,ann.max,125.0
08HA003,1978,ann.max,43.9
08HA003,1979,ann.max,212.0
08HA003,1980,ann.max,207.0
08HA003,1981,ann.max,127.0
08HA003,1982,ann.max,170.0
08HA003,1983,ann.max,195.0
08HA003,1984,ann.max,171.0
08HA003,1985,ann.max,33.7
08HA003,1986,ann.max,271.0
08HA003,1987,ann.max,97.3
08HA003,1988,ann.max,99.7
08HA003,1989,ann.max,117.0
08HA003,1990,ann.max,191.0
08HA003,1991,ann.max,170.0
08HA003,1992,ann.max,153.0
08HA003,1993,ann.max,123.0
08HA003,1994,ann.max,137.0
08HA003,1995,ann.max,159.0
08HA003,1996,ann.max,94.0
08HA003,1997,ann.max,186.0
08HA003,1998,ann.max,138.0
08HA003,1999,ann.max,205.0
08HA003,2000,ann.max,49.0
08HA003,2001,ann.max,170.0
08HA003,2002,ann.max,160.0
08HA003,2003,ann.max,150.0
08HA003,2004,ann.max,131.0
08HA003,2005,ann.max,124.0
08HA003,2006,ann.max,164.0
08HA003,2007,ann.max,232.0
08HA003,2008,ann.max,84.6
08HA003,2009,ann.max,166.0
08HA003,2010,ann.max,149.0
08HA003,2011,ann.max,118.0
08HA003,2012,ann.max,
08HA003,1958,JAS.min,
08HA003,1959,JAS.min,
08HA003,1960,JAS.min,0.44
08HA003,1961,JAS.min,0.25
08HA003,1962,JAS.min,0.45
08HA003,1963,JAS.min,0.3
08HA003,1964,JAS.min,0.53
08HA003,1965,JAS.min,0.37
08HA003,1966,JAS.min,0.39
08HA003,1967,JAS.min,0.22
08HA003,1968,JAS.min,0.53
08HA003,1969,JAS.min,0.5
08HA003,1970,JAS.min,0.22
08HA003,1971,JAS.min,0.4
08HA003,1972,JAS.min,0.47
08HA003,1973,JAS.min,0.26
08HA003,1974,JAS.min,0.44
08HA003,1975,JAS.min,0.82
08HA003,1976,JAS.min,0.49
08HA003,1977,JAS.min,0.23
08HA003,1978,JAS.min,0.34
08HA003,1979,JAS.min,0.31
08HA003,1980,JAS.min,0.52
08HA003,1981,JAS.min,0.52
08HA003,1982,JAS.min,0.29
08HA003,1983,JAS.min,0.48
08HA003,1984,JAS.min,0.39
08HA003,1985,JAS.min,0.15
08HA003,1986,JAS.min,0.24
08HA003,1987,JAS.min,0.19
08HA003,1988,JAS.min,0.28
08HA003,1989,JAS.min,0.25
08HA003,1990,JAS.min,0.28
08HA003,1991,JAS.min,0.75
08HA003,1992,JAS.min,0.32
08HA003,1993,JAS.min,0.35
08HA003,1994,JAS.min,0.29
08HA003,1995,JAS.min,0.24
08HA003,1996,JAS.min,0.33
08HA003,1997,JAS.min,0.61
08HA003,1998,JAS.min,0.18
08HA003,1999,JAS.min,0.3
08HA003,2000,JAS.min,0.34
08HA003,2001,JAS.min,0.47
08HA003,2002,JAS.min,0.2
08HA003,2003,JAS.min,0.18
08HA003,2004,JAS.min,0.33
08HA003,2005,JAS.min,0.25
08HA003,2006,JAS.min,0.2
08HA003,2007,JAS.min,0.38
08HA003,2008,JAS.min,0.41
08HA003,2009,JAS.min,0.23
08HA003,2010,JAS.min,0.32
08HA003,2011,JAS.min,0.32
08HA003,2012,JAS.min,
08HA003,1958,AMJ.max,2.83
08HA003,1959,AMJ.max,7.34
08HA003,1960,AMJ.max,4.31
08HA003,1961,AMJ.max,5.34
08HA003,1962,AMJ.max,7.19
08HA003,1963,AMJ.max,4.55
08HA003,1964,AMJ.max,3.59
08HA003,1965,AMJ.max,4.54
08HA003,1966,AMJ.max,3.47
08HA003,1967,AMJ.max,3.61
08HA003,1968,AMJ.max,2.46
08HA003,1969,AMJ.max,6.02
08HA003,1970,AMJ.max,2.49
08HA003,1971,AMJ.max,8.76
08HA003,1972,AMJ.max,4.1
08HA003,1973,AMJ.max,2.42
08HA003,1974,AMJ.max,4.67
08HA003,1975,AMJ.max,6.26
08HA003,1976,AMJ.max,5.61
08HA003,1977,AMJ.max,1.77
08HA003,1978,AMJ.max,3.07
08HA003,1979,AMJ.max,2.22
08HA003,1980,AMJ.max,2.09
08HA003,1981,AMJ.max,4.79
08HA003,1982,AMJ.max,3.94
08HA003,1983,AMJ.max,2.0
08HA003,1984,AMJ.max,8.97
08HA003,1985,AMJ.max,4.13
08HA003,1986,AMJ.max,5.92
08HA003,1987,AMJ.max,1.96
08HA003,1988,AMJ.max,2.59
08HA003,1989,AMJ.max,1.79
08HA003,1990,AMJ.max,3.04
08HA003,1991,AMJ.max,2.0
08HA003,1992,AMJ.max,2.48
08HA003,1993,AMJ.max,5.49
08HA003,1994,AMJ.max,1.69
08HA003,1995,AMJ.max,1.17
08HA003,1996,AMJ.max,3.63
08HA003,1997,AMJ.max,7.5
08HA003,1998,AMJ.max,1.1
08HA003,1999,AMJ.max,6.47
08HA003,2000,AMJ.max,3.23
08HA003,2001,AMJ.max,3.87
08HA003,2002,AMJ.max,2.99
08HA003,2003,AMJ.max,2.11
08HA003,2004,AMJ.max,0.89
08HA003,2005,AMJ.max,2.96
08HA003,2006,AMJ.max,2.08
08HA003,2007,AMJ.max,2.55
08HA003,2008,AMJ.max,5.55
08HA003,2009,AMJ.max,4.66
08HA003,2010,AMJ.max,5.19
08HA003,2011,AMJ.max,5.56
08HA003,2012,AMJ.max,
08HA003,1958,DJF.mean,
08HA003,1959,DJF.mean,
08HA003,1960,DJF.mean,7.11
08HA003,1961,DJF.mean,7.78
08HA003,1962,DJF.mean,9.49
08HA003,1963,DJF.mean,9.03
08HA003,1964,DJF.mean,4.89
